source,target,edge_weight,first_month,latest_month
cone machinery,hyperbolic representation,1,2026-07,2026-07
cone machinery,operating point,1,2026-07,2026-07
confidence interval,error rate,1,2026-07,2026-07
confidence interval,risk-controlled selective answering,1,2026-07,2026-07
confidence interval,uncertainty quantification,1,2026-07,2026-07
confidence intervals,multiple-comparison correction,1,2026-07,2026-07
confidence intervals,paired significance tests,1,2026-07,2026-07
confidence intervals,power analysis,1,2026-07,2026-07
continuation probability,language model,1,2026-07,2026-07
confidence-scheduled verification,semi-autoregressive architecture,1,2026-07,2026-07
confidence-scheduled verification,speculative decoding,1,2026-07,2026-07
confidence-scheduled verification,throughput,1,2026-07,2026-07
conformal prediction,coverage,1,2026-07,2026-07
conformal prediction,imbalance,1,2026-07,2026-07
conformal prediction,minority class,1,2026-07,2026-07
conformal prediction,scaffold,1,2026-07,2026-07
confusion matrix,hierarchy-relaxed evaluation,1,2026-07,2026-07
confusion matrix,macro-f1,1,2026-07,2026-07
confusion matrix,multi-class formulation,1,2026-07,2026-07
confusion matrix,multi-label formulation,1,2026-07,2026-07
confusion matrix,transformer encoder,1,2026-07,2026-07
consensus-based defense,forged amplifying rationale memory attack,1,2026-07,2026-07
consensus-based defense,keyword filter,1,2026-07,2026-07
confidence-scheduled verification,load-aware verification,1,2026-07,2026-07
computational imaging,ray and wave optics,1,2026-07,2026-07
computational imaging,vision-language models,1,2026-07,2026-07
computational sensing,image signal processing,1,2026-07,2026-07
computational sensing,inverse reconstruction,1,2026-07,2026-07
computational sensing,ray and wave optics,1,2026-07,2026-07
computational sensing,vision-language models,1,2026-07,2026-07
concept representation,contextual transformation,1,2026-07,2026-07
concept representation,displacement structure,1,2026-07,2026-07
concept representation,point-cloud manifold,1,2026-07,2026-07
concept representation,vector field,1,2026-07,2026-07
conceptual structure,cross-cultural comparison,1,2026-07,2026-07
conceptual structure,cultural variation,1,2026-07,2026-07
conceptual structure,embedding model,1,2026-07,2026-07
conditional dialect group invariance (cdgi,dialect bias,1,2026-07,2026-07
conceptual structure,multimodal representation,1,2026-07,2026-07
conceptual structure,visual imagination,1,2026-07,2026-07
conciseness,factual consistency,1,2026-07,2026-07
conciseness,graphical user interface,1,2026-07,2026-07
conciseness,multifactor scoring system,1,2026-07,2026-07
conciseness,readability,1,2026-07,2026-07
condition encoding,intermediate representations,1,2026-07,2026-07
condition encoding,localization signals,1,2026-07,2026-07
condition encoding,spatial understanding,1,2026-07,2026-07
condition encoding,vision-language models,1,2026-07,2026-07
conditional dependencies,factorized draft models,1,2026-07,2026-07
conditional dependencies,proposal trees,1,2026-07,2026-07
conditional dependencies,top-k marginals,1,2026-07,2026-07
conditional dependencies,tree-verification,1,2026-07,2026-07
conceptual structure,embodied experience,1,2026-07,2026-07
contact-rich quadruped,structured canonical lift,1,2026-07,2026-07
contact-rich quadruped,symplectic learning,1,2026-07,2026-07
contamination-awareness,human-aligned behavior,1,2026-07,2026-07
contamination-awareness,model failure modes,1,2026-07,2026-07
contamination-awareness,realistic coding contexts,1,2026-07,2026-07
contamination-awareness,trajectory-aware benchmarks,1,2026-07,2026-07
context-parallel,latent generation,1,2026-07,2026-07
context-parallel,low-latency path,1,2026-07,2026-07
context-parallel,multi-gpu,1,2026-07,2026-07
context-parallel,sharding,1,2026-07,2026-07
context-rich reviser,hallucination penalties,1,2026-07,2026-07
context-rich reviser,quality scorer,1,2026-07,2026-07
context-rich reviser,retrieval-augmented generation,1,2026-07,2026-07
consensus-based defense,reasoning guard,1,2026-07,2026-07
context-rich reviser,snowball citation expansion,1,2026-07,2026-07
contextual expansion,importance-weighted novelty,1,2026-07,2026-07
contextual expansion,novelty profile,1,2026-07,2026-07
contextual expansion,relevance anchor,1,2026-07,2026-07
contextual expansion,visual token pruning,1,2026-07,2026-07
contextual transformation,displacement structure,1,2026-07,2026-07
contextual transformation,point-cloud manifold,1,2026-07,2026-07
contextual transformation,vector field,1,2026-07,2026-07
continual pretraining,dialectal robustness,1,2026-07,2026-07
continual pretraining,generation,1,2026-07,2026-07
continual pretraining,sft,1,2026-07,2026-07
continuation probability,downstream metric,1,2026-07,2026-07
continuation probability,embedding,1,2026-07,2026-07
continuation probability,evaluation,1,2026-07,2026-07
context-rich reviser,section-aware relevance scoring,1,2026-07,2026-07
consolidation,doob h-transform,1,2026-07,2026-07
consolidation,intrinsic noise,1,2026-07,2026-07
consolidation,synaptic rule,1,2026-07,2026-07
conspiratorial actors,span-annotated corpus,1,2026-07,2026-07
conspiratorial actors,telegram posts,1,2026-07,2026-07
conspiratorial actors,transformer-based models,1,2026-07,2026-07
constrained decoding,efficient inference,1,2026-07,2026-07
constrained decoding,endpoint representation,1,2026-07,2026-07
constrained decoding,finite automaton,1,2026-07,2026-07
constrained decoding,hallucination,1,2026-07,2026-07
constrained decoding,mean-field posterior,1,2026-07,2026-07
constrained decoding,openapi specification,1,2026-07,2026-07
constrained decoding,regex-based constraint,1,2026-07,2026-07
constrained decoding,retrieval-augmented generation,1,2026-07,2026-07
contact-rich quadruped,quadrotor,1,2026-07,2026-07
constrained exploration,creative process,1,2026-07,2026-07
constrained exploration,human-ai co-creation,1,2026-07,2026-07
constrained exploration,multimodal interaction,1,2026-07,2026-07
constrained exploration,vision-language model,1,2026-07,2026-07
constraint-aware reinforcement learning,large language models,1,2026-07,2026-07
constraint-aware reinforcement learning,reinforcement fine-tuning,1,2026-07,2026-07
constraint-aware reinforcement learning,task constraints,1,2026-07,2026-07
constraint-guided llm generation,error detection,1,2026-07,2026-07
constraint-guided llm generation,llm,1,2026-07,2026-07
constraint-guided llm generation,program analysis,1,2026-07,2026-07
constraint-guided llm generation,smart home configuration,1,2026-07,2026-07
contact-rich quadruped,dissipative systems,1,2026-07,2026-07
contact-rich quadruped,generalized-ridge sympnet,1,2026-07,2026-07
contact-rich quadruped,grb-sympnet,1,2026-07,2026-07
constrained decoding,sequence length,1,2026-07,2026-07
decoupled progressive expert supervision,meta-learning,1,2026-07,2026-07
decoupled progressive expert supervision,redundant meta-training compute,1,2026-07,2026-07
deepfake image detection,matthews correlation coefficient (mcc,1,2026-07,2026-07
deepfake image detection,open-source detectors,1,2026-07,2026-07
deepfake image detection,roc-auc,1,2026-07,2026-07
deepfake image detection,vendorbench-100,1,2026-07,2026-07
deepfake image detection,zero-shot vision-language models (llms,1,2026-07,2026-07
defended-claims gate,long-form qa benchmarks,1,2026-07,2026-07
defended-claims gate,nli,1,2026-07,2026-07
defended-claims gate,pollution protocol,1,2026-07,2026-07
delegation,execution,1,2026-07,2026-07
delegation,hierarchical search,1,2026-07,2026-07
delegation,multi-hop qa,1,2026-07,2026-07
cross-domain evaluation,document visual question answering,1,2026-07,2026-07
delegation,role factorization,1,2026-07,2026-07
delta-style networks,gated accumulation,1,2026-07,2026-07
delta-style networks,linearization,1,2026-07,2026-07
delta-style networks,llama,1,2026-07,2026-07
delta-style networks,mmlu,1,2026-07,2026-07
delta-style networks,qwen,1,2026-07,2026-07
delta-style networks,rank-1 orthogonal projections,1,2026-07,2026-07
delta-style networks,softmax,1,2026-07,2026-07
denoising,masked sequence,1,2026-07,2026-07
denoising,on-policy,1,2026-07,2026-07
denoising,privileged information,1,2026-07,2026-07
denoising,self-distillation,1,2026-07,2026-07
dense process reward,multi-turn interaction,1,2026-07,2026-07
dense process reward,outcome reward,1,2026-07,2026-07
delegation,quality-filtered trajectory distillation,1,2026-07,2026-07
data extraction,systems development life cycle (sdlc,1,2026-07,2026-07
data lock-in,database storage decoding,1,2026-07,2026-07
data lock-in,llm-assisted code synthesis,1,2026-07,2026-07
data lock-in,tpc-h benchmark,1,2026-07,2026-07
data reuse,downstream evaluation,1,2026-07,2026-07
data reuse,memorization window,1,2026-07,2026-07
data reuse,training epochs,1,2026-07,2026-07
data storage and processing,information governance,1,2026-07,2026-07
data storage and processing,legal professional privilege,1,2026-07,2026-07
database storage decoding,llm-assisted code synthesis,1,2026-07,2026-07
database storage decoding,tpc-h benchmark,1,2026-07,2026-07
datamanager,ground truth injection module,1,2026-07,2026-07
datamanager,intentrouter,1,2026-07,2026-07
decoupled progressive expert supervision,long-horizon,1,2026-07,2026-07
datamanager,protocolmanager,1,2026-07,2026-07
datamanager,safetyverifier,1,2026-07,2026-07
dataset,manual labeling,1,2026-07,2026-07
dataset type,instruction-tuned model,1,2026-07,2026-07
dataset type,prompt category,1,2026-07,2026-07
dataset type,prompt robustness,1,2026-07,2026-07
de novo structure elucidation,mass-shell constraint,1,2026-07,2026-07
de novo structure elucidation,self-supervised encoder,1,2026-07,2026-07
de novo structure elucidation,symmetric noise objective,1,2026-07,2026-07
decision protocols,knowledge-intensive domains,1,2026-07,2026-07
decision protocols,large language models,1,2026-07,2026-07
decision protocols,logic-based datasets,1,2026-07,2026-07
decision protocols,multi-agent systems,1,2026-07,2026-07
decoupled progressive expert supervision,learned optimizer,1,2026-07,2026-07
datamanager,pandasqueryengine,1,2026-07,2026-07
deterministic mate transformations,parametric component factories,1,2026-07,2026-07
deterministic mate transformations,port-based cad assembly library,1,2026-07,2026-07
detr-style span decoder,mixture of beta distribution,1,2026-07,2026-07
detr-style span decoder,span-level uncertainty estimation,1,2026-07,2026-07
deviation,final action,1,2026-07,2026-07
deviation,private intent,1,2026-07,2026-07
deviation,public announcement,1,2026-07,2026-07
deviation,repeated games,1,2026-07,2026-07
devsecops,federated learning,1,2026-07,2026-07
devsecops,generative ai,1,2026-07,2026-07
devsecops,large language models,1,2026-07,2026-07
devsecops,privacy,1,2026-07,2026-07
devsecops,synthetic content analysis,1,2026-07,2026-07
dense process reward,policy optimization,1,2026-07,2026-07
diagnostic evaluation,fine-grained diagnostic annotations,1,2026-07,2026-07
diagnostic evaluation,sci error taxonomy,1,2026-07,2026-07
dialectal robustness,generation,1,2026-07,2026-07
dialectal robustness,sft,1,2026-07,2026-07
difference-in-differences,lora fine-tune,1,2026-07,2026-07
difference-in-differences,natural-language i/o,1,2026-07,2026-07
differentiable asr model,dynamic-programming pass,1,2026-07,2026-07
differentiable asr model,gradient-based alignment,1,2026-07,2026-07
differentiable asr model,speech-to-text alignment,1,2026-07,2026-07
differentiable asr model,token log probability,1,2026-07,2026-07
differentiable graph reasoning,flow sparsity regularization,1,2026-07,2026-07
differentiable graph reasoning,graph reasoning,1,2026-07,2026-07
differentiable graph reasoning,large language model,1,2026-07,2026-07
differentiable graph reasoning,recurrent soft-flow,1,2026-07,2026-07
devsecops,zero-day detection,1,2026-07,2026-07
dense process reward,reward-swap,1,2026-07,2026-07
deployment pipeline,evaluative pipeline,1,2026-07,2026-07
deployment pipeline,fractal architecture,1,2026-07,2026-07
deployment pipeline,generative pipeline,1,2026-07,2026-07
deployment pipeline,genetic and reinforcement-learning evolution,1,2026-07,2026-07
deployment pipeline,large language model (llm,1,2026-07,2026-07
deployment pipeline,nas,1,2026-07,2026-07
deployment simulation,gpt-5 series,1,2026-07,2026-07
deployment simulation,misalignment,1,2026-07,2026-07
deployment simulation,production traffic,1,2026-07,2026-07
deployment simulation,tool resampling,1,2026-07,2026-07
depth router,token-adaptive cache compression,1,2026-07,2026-07
depth-free,geometric grounding,1,2026-07,2026-07
detection robustness,tracking,1,2026-07,2026-07
depth-free,single-view,1,2026-07,2026-07
design structure matrices (dsms,ground-truth matrices,1,2026-07,2026-07
design structure matrices (dsms,large language models (llms,1,2026-07,2026-07
design structure matrices (dsms,stability measures,1,2026-07,2026-07
design structure matrices (dsms,structural metrics,1,2026-07,2026-07
detection power,logit-based,1,2026-07,2026-07
detection power,power-calibrated,1,2026-07,2026-07
detection power,semantic distortion,1,2026-07,2026-07
detection power,watermarking,1,2026-07,2026-07
